YEAR,STATE DESCRIPTION,STATE _CODE,NAICS_CODE,INDUSTRY,ENTERPRISE_EMPLOYMENT_SIZE,NUMBER_OF_FILMS_SMALL,NUMBER_OF_ESTABLISHMENTS_SMALL,EMPLOYMENT_SMALL,ANNUAL_PAYROLL _SMALL,SALARY_EMP_SMALL
2016,District of Columbia,District of Columbia,51,Information,08:  <500,413,418,6843,627194000,91654.82975
2016,District of Columbia,District of Columbia,52,Finance and insurance,08:  <500,387,448,4014,499176000,124358.7444
2016,District of Columbia,District of Columbia,53,Real estate and rental and leasing,08:  <500,724,833,6231,461409000,74050.55368
2016,District of Columbia,District of Columbia,54,"Professional, scientific, and technical services",08:  <500,4277,4305,46962,5356966000,114070.227
2016,District of Columbia,District of Columbia,55,Management of companies and enterprises,08:  <500,55,57,1034,76459000,73944.87427
2016,District of Columbia,District of Columbia,56,Administrative and support and waste management and remediation services,08:  <500,672,696,15149,669464000,44191.95987
2016,District of Columbia,District of Columbia,61,Educational services,08:  <500,514,550,15249,782133000,51290.77317
2016,District of Columbia,District of Columbia,62,Health care and social assistance,08:  <500,1648,1832,28391,1291434000,45487.4432
2016,District of Columbia,District of Columbia,71,"Arts, entertainment, and recreation",08:  <500,285,296,4554,163429000,35886.9126
2016,District of Columbia,District of Columbia,72,Accommodation and food services,08:  <500,1902,2001,39226,993495000,25327.46138
2016,District of Columbia,District of Columbia,81,Other services (except public administration),08:  <500,3661,3765,59921,5059767000,84440.63016
2016,District of Columbia,District of Columbia,99,Industries not classified,08:  <500,84,84,78,2258000,28948.71795
2016,District of Columbia,District of Columbia,--,Total,08:  <500,16685,17494,247461,17036469000,68845.0665
2016,District of Columbia,District of Columbia,31-33,Manufacturing,08:  <500,101,101,978,43900000,44887.52556
2016,District of Columbia,District of Columbia,44-45,Retail trade,08:  <500,1249,1294,7802,241963000,31012.9454
2016,District of Columbia,District of Columbia,48-49,Transportation and warehousing,08:  <500,116,116,1120,66693000,59547.32143
2016,Florida,FL,11,"Agriculture, forestry, fishing and hunting",08:  <500,1033,1049,6853,229308000,33460.966
2016,Florida,FL,21,"Mining, quarrying, and oil and gas extraction",08:  <500,177,189,1719,102469000,59609.65678
2016,Florida,FL,22,Utilities,08:  <500,290,355,6306,440162000,69800.50745
2016,Florida,FL,23,Construction,08:  <500,50024,50265,348136,15454686000,44392.66838
2016,Florida,FL,42,Wholesale trade,08:  <500,26113,27197,189670,10228090000,53925.71308
2016,Florida,FL,51,Information,08:  <500,4836,5083,38469,2486242000,64629.75383
2016,Florida,FL,52,Finance and insurance,08:  <500,17487,19239,108428,7210662000,66501.84454
2016,Florida,FL,53,Real estate and rental and leasing,08:  <500,29404,30851,100978,4407147000,43644.62556
2016,Florida,FL,54,"Professional, scientific, and technical services",08:  <500,72600,73831,334050,21006440000,62884.11914
2016,Florida,FL,55,Management of companies and enterprises,08:  <500,1001,1025,19227,1472086000,76563.47844
2016,Florida,FL,56,Administrative and support and waste management and remediation services,08:  <500,31036,31525,255538,8540358000,33421.08806
2016,Florida,FL,61,Educational services,08:  <500,6209,6435,85763,2719636000,31711.06421
2016,Florida,FL,62,Health care and social assistance,08:  <500,47178,51026,476768,21282655000,44639.43679
2016,Florida,FL,71,"Arts, entertainment, and recreation",08:  <500,7844,8017,99381,3258436000,32787.31347
2016,Florida,FL,72,Accommodation and food services,08:  <500,30067,32057,494763,9067595000,18327.14855
2016,Florida,FL,81,Other services (except public administration),08:  <500,43818,44917,257709,7140414000,27707.27448
2016,Florida,FL,99,Industries not classified,08:  <500,736,736,901,26301000,29190.899
2016,Florida,FL,--,Total,08:  <500,440365,459442,3397931,1.36615E+11,40205.26638
2016,Florida,FL,31-33,Manufacturing,08:  <500,12102,12288,165701,7276343000,43912.48695
2016,Florida,FL,44-45,Retail trade,08:  <500,47401,50525,326868,10985217000,33607.50211
2016,Florida,FL,48-49,Transportation and warehousing,08:  <500,12585,12832,80703,3280474000,40648.72433
2016,Georgia,GA,11,"Agriculture, forestry, fishing and hunting",08:  <500,936,946,7207,281325000,39034.96601
2016,Georgia,GA,21,"Mining, quarrying, and oil and gas extraction",08:  <500,101,112,2773,165217000,59580.59863
2016,Georgia,GA,22,Utilities,08:  <500,119,192,6532,513965000,78684.17024
2016,Georgia,GA,23,Construction,08:  <500,17055,17112,135765,6940554000,51121.82079
2016,Georgia,GA,42,Wholesale trade,08:  <500,9988,10424,102550,5961097000,58128.68844
2016,Georgia,GA,51,Information,08:  <500,2176,2299,25282,1864128000,73733.40717
2016,Georgia,GA,52,Finance and insurance,08:  <500,7475,8791,53629,3539454000,65998.8812
2016,Georgia,GA,53,Real estate and rental and leasing,08:  <500,8810,9508,37814,1888751000,49948.45824
2016,Georgia,GA,54,"Professional, scientific, and technical services",08:  <500,26771,27131,151174,10108687000,66867.89395
2016,Georgia,GA,55,Management of companies and enterprises,08:  <500,540,555,10325,839928000,81348.95884
2016,Georgia,GA,56,Administrative and support and waste management and remediation services,08:  <500,9949,10108,110795,4013547000,36224.98308
2016,Georgia,GA,61,Educational services,08:  <500,2735,2844,44542,1372033000,30803.12963
2016,Georgia,GA,62,Health care and social assistance,08:  <500,18339,20146,219755,9298447000,42312.78924
2016,Georgia,GA,71,"Arts, entertainment, and recreation",08:  <500,2885,2952,30050,787196000,26196.20632
2016,Georgia,GA,72,Accommodation and food services,08:  <500,14421,15908,250822,3947831000,15739.57229
2016,Georgia,GA,81,Other services (except public administration),08:  <500,19630,20185,134491,3791900000,28194.45167
2016,Georgia,GA,99,Industries not classified,08:  <500,397,397,568,13246000,23320.42254
2016,Georgia,GA,--,Total,08:  <500,173163,183114,1637892,67493750000,41207.69257
2016,Georgia,GA,31-33,Manufacturing,08:  <500,6019,6198,125887,5690499000,45203.22988
2016,Georgia,GA,44-45,Retail trade,08:  <500,20680,22141,144608,4687916000,32418.09582
2016,Georgia,GA,48-49,Transportation and warehousing,08:  <500,5023,5165,43323,1788029000,41272.04949
2016,Hawaii,HI,11,"Agriculture, forestry, fishing and hunting",08:  <500,33,33,151,4783000,31675.49669
2016,Hawaii,HI,21,"Mining, quarrying, and oil and gas extraction",08:  <500,7,7,176,13315000,75653.40909
2016,Hawaii,HI,22,Utilities,08:  <500,19,40,586,52197000,89073.37884
2016,Hawaii,HI,23,Construction,08:  <500,2785,2812,27904,1844733000,66109.98423
2016,Hawaii,HI,42,Wholesale trade,08:  <500,1256,1378,13593,638835000,46997.35158
2016,Hawaii,HI,51,Information,08:  <500,252,274,2059,106366000,51659.0578
2016,Hawaii,HI,52,Finance and insurance,08:  <500,645,822,7049,458551000,65051.92226
2016,Hawaii,HI,53,Real estate and rental and leasing,08:  <500,1544,1677,8181,394577000,48230.90087
2016,Hawaii,HI,54,"Professional, scientific, and technical services",08:  <500,2783,2840,16532,1083162000,65519.11444
2016,Hawaii,HI,55,Management of companies and enterprises,08:  <500,117,124,1871,113705000,60772.31427
2016,Hawaii,HI,56,Administrative and support and waste management and remediation services,08:  <500,1496,1562,21733,712666000,32791.88331
2016,Hawaii,HI,61,Educational services,08:  <500,470,499,8700,278181000,31974.82759
2016,Hawaii,HI,62,Health care and social assistance,08:  <500,2820,3197,33735,1477716000,43803.64606
2016,Hawaii,HI,71,"Arts, entertainment, and recreation",08:  <500,469,495,9215,239017000,25937.81877
2016,Hawaii,HI,72,Accommodation and food services,08:  <500,2894,3170,54111,1220618000,22557.6685
2016,Hawaii,HI,81,Other services (except public administration),08:  <500,3061,3234,21419,682786000,31877.58532
2016,Hawaii,HI,99,Industries not classified,08:  <500,48,48,95,2498000,26294.73684
2016,Hawaii,HI,--,Total,08:  <500,24332,26827,275115,11002038000,39990.68753
2016,Hawaii,HI,31-33,Manufacturing,08:  <500,729,747,10048,388910000,38705.21497
2016,Hawaii,HI,44-45,Retail trade,08:  <500,2533,3151,26413,824507000,31215.95426
2016,Hawaii,HI,48-49,Transportation and warehousing,08:  <500,648,717,11544,464915000,40273.30215
2016,Idaho,ID,11,"Agriculture, forestry, fishing and hunting",08:  <500,464,464,2708,118186000,43643.27917
2016,Idaho,ID,21,"Mining, quarrying, and oil and gas extraction",08:  <500,96,99,1469,109127000,74286.58952
2016,Idaho,ID,22,Utilities,08:  <500,107,119,803,46882000,58383.56164
2016,Idaho,ID,23,Construction,08:  <500,6381,6399,36996,1623691000,43888.28522
2016,Idaho,ID,42,Wholesale trade,08:  <500,1375,1546,16580,749097000,45180.75995
2016,Idaho,ID,51,Information,08:  <500,390,422,4870,256768000,52724.43532
2016,Idaho,ID,52,Finance and insurance,08:  <500,1393,1699,8638,420332000,48660.80111
2016,Idaho,ID,53,Real estate and rental and leasing,08:  <500,2095,2252,6252,219173000,35056.46193
2016,Idaho,ID,54,"Professional, scientific, and technical services",08:  <500,4133,4196,20000,963710000,48185.5
2016,Idaho,ID,55,Management of companies and enterprises,08:  <500,110,114,1534,102077000,66543.02477
2016,Idaho,ID,56,Administrative and support and waste management and remediation services,08:  <500,2093,2116,17271,499882000,28943.43119
2016,Idaho,ID,61,Educational services,08:  <500,443,457,4650,113781000,24469.03226
2016,Idaho,ID,62,Health care and social assistance,08:  <500,4313,4726,52864,1857058000,35128.97246
2016,Idaho,ID,71,"Arts, entertainment, and recreation",08:  <500,755,770,7314,148593000,20316.24282
2016,Idaho,ID,72,Accommodation and food services,08:  <500,2831,3166,42055,638403000,15180.1926
2016,Idaho,ID,81,Other services (except public administration),08:  <500,3187,3301,17847,464763000,26041.51958
2016,Idaho,ID,99,Industries not classified,08:  <500,86,86,122,1822000,14934.42623
2016,Idaho,ID,--,Total,08:  <500,37069,39638,315753,10949145000,34676.29761
2016,Idaho,ID,31-33,Manufacturing,08:  <500,1615,1642,27578,1151178000,41742.62093
2016,Idaho,ID,44-45,Retail trade,08:  <500,3878,4476,35013,1046206000,29880.50153
2016,Idaho,ID,48-49,Transportation and warehousing,08:  <500,1562,1588,11189,418416000,37395.29895
2016,Illinois,IL,11,"Agriculture, forestry, fishing and hunting",08:  <500,310,318,1197,45968000,38402.67335
2016,Illinois,IL,21,"Mining, quarrying, and oil and gas extraction",08:  <500,407,447,4602,312587000,67924.16341
2016,Illinois,IL,22,Utilities,08:  <500,149,177,2734,208672000,76324.79883
2016,Illinois,IL,23,Construction,08:  <500,28558,28640,172746,11943719000,69140.35057
2016,Illinois,IL,42,Wholesale trade,08:  <500,14109,15355,167497,10924771000,65223.68162
2016,Illinois,IL,51,Information,08:  <500,2867,3030,35818,2436947000,68036.93674
2016,Illinois,IL,52,Finance and insurance,08:  <500,11753,13945,102330,8893830000,86913.22193
2016,Illinois,IL,53,Real estate and rental and leasing,08:  <500,10035,10623,52864,2980350000,56377.68614
2016,Illinois,IL,54,"Professional, scientific, and technical services",08:  <500,35994,36563,220969,16996212000,76916.72588
2016,Illinois,IL,55,Management of companies and enterprises,08:  <500,789,825,17184,1395876000,81231.14525
2016,Illinois,IL,56,Administrative and support and waste management and remediation services,08:  <500,14130,14372,148991,6136357000,41186.09178
2016,Illinois,IL,61,Educational services,08:  <500,3834,4016,67685,2144675000,31686.11952
2016,Illinois,IL,62,Health care and social assistance,08:  <500,25675,28854,351492,14258985000,40567.02571
2016,Illinois,IL,71,"Arts, entertainment, and recreation",08:  <500,4445,4561,51940,1830948000,35251.21294
2016,Illinois,IL,72,Accommodation and food services,08:  <500,21498,23215,330331,5928363000,17946.73524
2016,Illinois,IL,81,Other services (except public administration),08:  <500,29793,30854,209081,6827727000,32655.89413
2016,Illinois,IL,99,Industries not classified,08:  <500,482,482,620,14339000,23127.41935
2016,Illinois,IL,--,Total,08:  <500,251837,267689,2485857,1.17262E+11,47171.6394
2016,Illinois,IL,31-33,Manufacturing,08:  <500,11591,11943,262768,13619593000,51831.24657
2016,Illinois,IL,44-45,Retail trade,08:  <500,23095,25495,205809,6835861000,33214.58731
2016,Illinois,IL,48-49,Transportation and warehousing,08:  <500,13752,13974,79199,3526170000,44522.91064
2016,Indiana,IN,11,"Agriculture, forestry, fishing and hunting",08:  <500,241,243,911,35874000,39378.70472
2016,Indiana,IN,21,"Mining, quarrying, and oil and gas extraction",08:  <500,142,172,1867,99523000,53306.37386
2016,Indiana,IN,22,Utilities,08:  <500,164,187,3109,235616000,75785.13992
2016,Indiana,IN,23,Construction,08:  <500,12877,12952,102552,5539805000,54019.47305
2016,Indiana,IN,42,Wholesale trade,08:  <500,5416,5973,66179,3512265000,53072.19813
2016,Indiana,IN,51,Information,08:  <500,900,1008,11744,560581000,47733.39578
2016,Indiana,IN,52,Finance and insurance,08:  <500,4468,5617,37623,2113703000,56181.1392
2016,Indiana,IN,53,Real estate and rental and leasing,08:  <500,4525,5137,23799,966080000,40593.30224
2016,Indiana,IN,54,"Professional, scientific, and technical services",08:  <500,11563,11850,74249,4242166000,57134.31831
2016,Indiana,IN,55,Management of companies and enterprises,08:  <500,363,384,8235,508938000,61801.82149
2016,Indiana,IN,56,Administrative and support and waste management and remediation services,08:  <500,5930,6054,64898,2164683000,33355.15732
2016,Indiana,IN,61,Educational services,08:  <500,1468,1528,24390,665752000,27296.10496
2016,Indiana,IN,62,Health care and social assistance,08:  <500,9802,11429,174112,6671126000,38315.14198
2016,Indiana,IN,71,"Arts, entertainment, and recreation",08:  <500,2007,2062,24333,716052000,29427.19763
2016,Indiana,IN,72,Accommodation and food services,08:  <500,9230,10324,162284,2295623000,14145.71369
2016,Indiana,IN,81,Other services (except public administration),08:  <500,14735,15533,108796,2841922000,26121.56697
2016,Indiana,IN,99,Industries not classified,08:  <500,183,183,222,4883000,21995.4955
2016,Indiana,IN,--,Total,08:  <500,105429,115190,1222372,46269304000,37852.06467
2016,Indiana,IN,31-33,Manufacturing,08:  <500,6457,6710,178450,7943866000,44515.92043
2016,Indiana,IN,44-45,Retail trade,08:  <500,11587,13548,113447,3427574000,30212.99814
2016,Indiana,IN,48-49,Transportation and warehousing,08:  <500,4205,4296,41172,1723272000,41855.43573
2016,Iowa,IA,11,"Agriculture, forestry, fishing and hunting",08:  <500,302,328,1488,76418000,51356.1828
2016,Iowa,IA,21,"Mining, quarrying, and oil and gas extraction",08:  <500,66,115,1424,82348000,57828.65169
2016,Iowa,IA,22,Utilities,08:  <500,74,118,1662,112016000,67398.31528
2016,Iowa,IA,23,Construction,08:  <500,8445,8512,58809,3237049000,55043.42873
2016,Iowa,IA,42,Wholesale trade,08:  <500,3036,3822,43205,2261092000,52334.03541
2016,Iowa,IA,51,Information,08:  <500,742,870,8890,370556000,41682.33971
2016,Iowa,IA,52,Finance and insurance,08:  <500,3324,4480,31562,1772523000,56160.03422
2016,Iowa,IA,53,Real estate and rental and leasing,08:  <500,2289,2533,10350,425799000,41140
2016,Iowa,IA,54,"Professional, scientific, and technical services",08:  <500,5643,5857,35547,1982251000,55764.22764
2016,Iowa,IA,55,Management of companies and enterprises,08:  <500,247,256,5006,326131000,65148.02237
2016,Iowa,IA,56,Administrative and support and waste management and remediation services,08:  <500,3057,3121,27777,883110000,31792.8502
2016,Iowa,IA,61,Educational services,08:  <500,676,736,12711,308985000,24308.47298
2016,Iowa,IA,62,Health care and social assistance,08:  <500,5444,6918,111933,4106259000,36684.97226
2016,Iowa,IA,71,"Arts, entertainment, and recreation",08:  <500,1372,1398,15018,276310000,18398.58836
2016,Iowa,IA,72,Accommodation and food services,08:  <500,5513,6157,84566,1162199000,13743.10006
2016,Iowa,IA,81,Other services (except public administration),08:  <500,8450,8846,48597,1243432000,25586.6
2016,Iowa,IA,99,Industries not classified,08:  <500,141,141,178,3044000,17101.1236
2016,Iowa,IA,--,Total,08:  <500,60690,68059,651635,24572165000,37708.47944
2016,Iowa,IA,31-33,Manufacturing,08:  <500,2682,2868,68178,3162975000,46392.898
2016,Iowa,IA,44-45,Retail trade,08:  <500,6843,7896,64204,1942697000,30258.19264
2016,Iowa,IA,48-49,Transportation and warehousing,08:  <500,3005,3087,20530,836971000,40768.19289
2016,Kansas,KS,11,"Agriculture, forestry, fishing and hunting",08:  <500,180,180,831,31131000,37462.09386
2016,Kansas,KS,21,"Mining, quarrying, and oil and gas extraction",08:  <500,887,915,5788,289153000,49957.3255
2016,Kansas,KS,22,Utilities,08:  <500,49,112,1746,141990000,81323.02405
2016,Kansas,KS,23,Construction,08:  <500,6836,6858,53434,2609392000,48833.92596
2016,Kansas,KS,42,Wholesale trade,08:  <500,2826,3486,36756,2001163000,54444.52606
2016,Kansas,KS,51,Information,08:  <500,615,746,9349,416251000,44523.58541
2016,Kansas,KS,52,Finance and insurance,08:  <500,3360,4287,28671,1721157000,60031.28597
2016,Kansas,KS,53,Real estate and rental and leasing,08:  <500,2518,2776,10928,409194000,37444.54612
2016,Kansas,KS,54,"Professional, scientific, and technical services",08:  <500,6256,6448,40860,2315004000,56656.97504
2016,Kansas,KS,55,Management of companies and enterprises,08:  <500,266,281,4795,353004000,73619.18665
2016,Kansas,KS,56,Administrative and support and waste management and remediation services,08:  <500,3062,3104,33102,1096087000,33112.41013
2016,Kansas,KS,61,Educational services,08:  <500,650,671,13580,326098000,24013.10751
2016,Kansas,KS,62,Health care and social assistance,08:  <500,5806,6790,103221,3897147000,37755.36955
2016,Kansas,KS,71,"Arts, entertainment, and recreation",08:  <500,976,993,11334,220245000,19432.23928
2016,Kansas,KS,72,Accommodation and food services,08:  <500,4170,4596,69361,976557000,14079.33853
2016,Kansas,KS,81,Other services (except public administration),08:  <500,7325,7562,47144,1238698000,26274.77516
2016,Kansas,KS,99,Industries not classified,08:  <500,148,148,198,3618000,18272.72727
2016,Kansas,KS,--,Total,08:  <500,56043,61431,604215,23059844000,38164.96446
2016,Kansas,KS,31-33,Manufacturing,08:  <500,2283,2399,59042,2698620000,45706.785
2016,Kansas,KS,44-45,Retail trade,08:  <500,6376,7073,57744,1644775000,28483.91175
2016,Kansas,KS,48-49,Transportation and warehousing,08:  <500,1939,2006,16331,670560000,41060.55967
2016,Kentucky,KY,11,"Agriculture, forestry, fishing and hunting",08:  <500,229,229,1411,46668000,33074.41531
2016,Kentucky,KY,21,"Mining, quarrying, and oil and gas extraction",08:  <500,311,339,4904,267434000,54533.84992
2016,Kentucky,KY,22,Utilities,08:  <500,72,125,2450,156158000,63737.95918
2016,Kentucky,KY,23,Construction,08:  <500,7068,7123,62004,3100989000,50012.72499
2016,Kentucky,KY,42,Wholesale trade,08:  <500,2898,3164,35702,1804302000,50537.84102
2016,Kentucky,KY,51,Information,08:  <500,655,746,7933,337728000,42572.54506
2016,Kentucky,KY,52,Finance and insurance,08:  <500,2813,3806,24981,1267450000,50736.55979
2016,Kentucky,KY,53,Real estate and rental and leasing,08:  <500,2855,3115,12488,466845000,37383.48815
2016,Kentucky,KY,54,"Professional, scientific, and technical services",08:  <500,7343,7510,48279,2434539000,50426.45871
2016,Kentucky,KY,55,Management of companies and enterprises,08:  <500,250,265,4310,316709000,73482.36659
2016,Kentucky,KY,56,Administrative and support and waste management and remediation services,08:  <500,3155,3212,36935,1109032000,30026.58725
2016,Kentucky,KY,61,Educational services,08:  <500,744,778,14546,382403000,26289.2204
2016,Kentucky,KY,62,Health care and social assistance,08:  <500,8951,9990,103440,3916270000,37860.30549
2016,Kentucky,KY,71,"Arts, entertainment, and recreation",08:  <500,1229,1268,14924,340518000,22816.80515
2016,Kentucky,KY,72,Accommodation and food services,08:  <500,5493,6193,102946,1482811000,14403.77479
2016,Kentucky,KY,81,Other services (except public administration),08:  <500,8556,8972,53711,1412507000,26298.28154
2016,Kentucky,KY,99,Industries not classified,08:  <500,420,420,541,9198000,17001.84843
2016,Kentucky,KY,--,Total,08:  <500,66207,72174,702054,25306833000,36046.84682
2016,Kentucky,KY,31-33,Manufacturing,08:  <500,2839,2995,72076,3240612000,44961.04112
2016,Kentucky,KY,44-45,Retail trade,08:  <500,8757,9810,77228,2340247000,30303.08955
2016,Kentucky,KY,48-49,Transportation and warehousing,08:  <500,2059,2114,21245,874413000,41158.53142
2016,Louisiana,LA,11,"Agriculture, forestry, fishing and hunting",08:  <500,578,581,3466,159978000,46156.37623
2016,Louisiana,LA,21,"Mining, quarrying, and oil and gas extraction",08:  <500,1086,1148,16184,1080286000,66750.24716
2016,Louisiana,LA,22,Utilities,08:  <500,181,213,2258,106632000,47224.09212
2016,Louisiana,LA,23,Construction,08:  <500,7865,7901,76700,3893519000,50762.95958
2016,Louisiana,LA,42,Wholesale trade,08:  <500,3711,4193,46880,2454196000,52350.59727
2016,Louisiana,LA,51,Information,08:  <500,593,688,7219,337735000,46784.18063
2016,Louisiana,LA,52,Finance and insurance,08:  <500,3661,5070,32615,1833818000,56226.21493
2016,Louisiana,LA,53,Real estate and rental and leasing,08:  <500,3574,4172,21100,909609000,43109.43128
2016,Louisiana,LA,54,"Professional, scientific, and technical services",08:  <500,10593,10850,68456,4205442000,61432.77434
2016,Louisiana,LA,55,Management of companies and enterprises,08:  <500,306,313,7728,470481000,60880.04658
2016,Louisiana,LA,56,Administrative and support and waste management and remediation services,08:  <500,3853,3961,48645,1657943000,34082.49563
2016,Louisiana,LA,61,Educational services,08:  <500,1096,1159,28782,917081000,31863.00466
2016,Louisiana,LA,62,Health care and social assistance,08:  <500,9585,10663,156097,5557020000,35599.78731
2016,Louisiana,LA,71,"Arts, entertainment, and recreation",08:  <500,1326,1373,17154,632089000,36847.90719
2016,Louisiana,LA,72,Accommodation and food services,08:  <500,6955,7702,127487,2094675000,16430.4988
2016,Louisiana,LA,81,Other services (except public administration),08:  <500,8949,9250,66666,1890156000,28352.62353
2016,Louisiana,LA,99,Industries not classified,08:  <500,138,138,232,4813000,20745.68966
2016,Louisiana,LA,--,Total,08:  <500,78705,85918,902758,35251364000,39048.5202
2016,Louisiana,LA,31-33,Manufacturing,08:  <500,2653,2764,49547,2533111000,51125.41627
2016,Louisiana,LA,44-45,Retail trade,08:  <500,9880,10927,94878,2929077000,30872.03567
2016,Louisiana,LA,48-49,Transportation and warehousing,08:  <500,2739,2852,30664,1583703000,51646.98017
2016,Maine,ME,11,"Agriculture, forestry, fishing and hunting",08:  <500,899,906,3123,141808000,45407.62088
2016,Maine,ME,21,"Mining, quarrying, and oil and gas extraction",08:  <500,20,20,105,4933000,46980.95238
2016,Maine,ME,22,Utilities,08:  <500,34,55,879,59690000,67906.71217
2016,Maine,ME,23,Construction,08:  <500,4899,4911,23526,1184806000,50361.55743
2016,Maine,ME,42,Wholesale trade,08:  <500,1159,1246,11260,574286000,51002.30906
2016,Maine,ME,51,Information,08:  <500,472,518,5493,241063000,43885.49062
2016,Maine,ME,52,Finance and insurance,08:  <500,768,1168,10480,618281000,58996.27863
2016,Maine,ME,53,Real estate and rental and leasing,08:  <500,1507,1565,5481,226500000,41324.57581
2016,Maine,ME,54,"Professional, scientific, and technical services",08:  <500,3179,3245,17913,1063356000,59362.25088
2016,Maine,ME,55,Management of companies and enterprises,08:  <500,112,115,1999,101897000,50973.98699
2016,Maine,ME,56,Administrative and support and waste management and remediation services,08:  <500,1931,1976,14554,487382000,33487.83839
2016,Maine,ME,61,Educational services,08:  <500,454,461,7635,246438000,32277.40668
2016,Maine,ME,62,Health care and social assistance,08:  <500,2966,3800,50488,1704172000,33754.00095
2016,Maine,ME,71,"Arts, entertainment, and recreation",08:  <500,862,882,6836,171400000,25073.14219
2016,Maine,ME,72,Accommodation and food services,08:  <500,3605,3897,40907,949992000,23223.21363
2016,Maine,ME,81,Other services (except public administration),08:  <500,3443,3571,17353,500367000,28834.61073
2016,Maine,ME,99,Industries not classified,08:  <500,88,88,148,3001000,20277.02703
2016,Maine,ME,--,Total,08:  <500,32797,35675,289156,10862375000,37565.79493
2016,Maine,ME,31-33,Manufacturing,08:  <500,1512,1541,25162,1102220000,43804.94396
2016,Maine,ME,44-45,Retail trade,08:  <500,4091,4621,37328,1166314000,31245.01715
2016,Maine,ME,48-49,Transportation and warehousing,08:  <500,1061,1089,8486,314469000,37057.38864
2016,Maryland,MD,11,"Agriculture, forestry, fishing and hunting",08:  <500,200,200,823,29458000,35793.43864
2016,Maryland,MD,21,"Mining, quarrying, and oil and gas extraction",08:  <500,45,54,723,44052000,60929.46058
2016,Maryland,MD,22,Utilities,08:  <500,33,45,741,68352000,92242.91498
2016,Maryland,MD,23,Construction,08:  <500,13857,13906,128314,7289341000,56808.61792
2016,Maryland,MD,42,Wholesale trade,08:  <500,4184,4435,50331,3187276000,63326.29989
2016,Maryland,MD,51,Information,08:  <500,1220,1271,15991,1128943000,70598.64924
2016,Maryland,MD,52,Finance and insurance,08:  <500,3819,4539,35244,3064917000,86962.80218
2016,Maryland,MD,53,Real estate and rental and leasing,08:  <500,4471,5060,28621,1765650000,61690.71661
2016,Maryland,MD,54,"Professional, scientific, and technical services",08:  <500,17891,18182,149734,12227872000,81663.9641
2016,Maryland,MD,55,Management of companies and enterprises,08:  <500,349,369,8580,794255000,92570.51282
2016,Maryland,MD,56,Administrative and support and waste management and remediation services,08:  <500,6942,7036,86948,3440479000,39569.3863
2016,Maryland,MD,61,Educational services,08:  <500,1936,2034,36494,1387894000,38030.74478
2016,Maryland,MD,62,Health care and social assistance,08:  <500,12115,14050,166711,7293072000,43746.79535
2016,Maryland,MD,71,"Arts, entertainment, and recreation",08:  <500,1880,1934,25310,663506000,26215.17187
2016,Maryland,MD,72,Accommodation and food services,08:  <500,9035,9584,141053,2712279000,19228.79343
2016,Maryland,MD,81,Other services (except public administration),08:  <500,12747,13078,99498,3601171000,36193.40087
2016,Maryland,MD,99,Industries not classified,08:  <500,252,252,320,6904000,21575
2016,Maryland,MD,--,Total,08:  <500,106584,113364,1143191,55359804000,48425.68215
2016,Maryland,MD,31-33,Manufacturing,08:  <500,2600,2656,45527,2327410000,51121.53228
2016,Maryland,MD,44-45,Retail trade,08:  <500,10840,11786,96124,3304225000,34374.60988
2016,Maryland,MD,48-49,Transportation and warehousing,08:  <500,2841,2893,26104,1022748000,39179.74257
2016,Massachusetts,MA,11,"Agriculture, forestry, fishing and hunting",08:  <500,343,343,1043,39625000,37991.37105
2016,Massachusetts,MA,21,"Mining, quarrying, and oil and gas extraction",08:  <500,55,66,692,48943000,70726.87861
2016,Massachusetts,MA,22,Utilities,08:  <500,72,82,801,86499000,107988.764
2016,Massachusetts,MA,23,Construction,08:  <500,18467,18485,117133,8352109000,71304.49148
2016,Massachusetts,MA,42,Wholesale trade,08:  <500,6036,6273,76091,5671324000,74533.44022
2016,Massachusetts,MA,51,Information,08:  <500,1946,2001,32566,3300721000,101354.8179
2016,Massachusetts,MA,52,Finance and insurance,08:  <500,4778,6044,55368,5945772000,107386.4326
2016,Massachusetts,MA,53,Real estate and rental and leasing,08:  <500,5368,5802,31937,1984327000,62132.54219
2016,Massachusetts,MA,54,"Professional, scientific, and technical services",08:  <500,19714,19907,154719,14878671000,96165.76503
2016,Massachusetts,MA,55,Management of companies and enterprises,08:  <500,402,414,9436,842572000,89293.34464
2016,Massachusetts,MA,56,Administrative and support and waste management and remediation services,08:  <500,9251,9331,92333,4466632000,48375.25045
2016,Massachusetts,MA,61,Educational services,08:  <500,2849,2952,58363,2236369000,38318.26671
2016,Massachusetts,MA,62,Health care and social assistance,08:  <500,12562,14635,227593,10137905000,44544.01058
2016,Massachusetts,MA,71,"Arts, entertainment, and recreation",08:  <500,3084,3213,41422,1380084000,33317.65728
2016,Massachusetts,MA,72,Accommodation and food services,08:  <500,13793,14809,200527,4404647000,21965.35629
2016,Massachusetts,MA,81,Other services (except public administration),08:  <500,16610,17180,110258,3712931000,33674.93515
2016,Massachusetts,MA,99,Industries not classified,08:  <500,580,580,930,29745000,31983.87097
2016,Massachusetts,MA,--,Total,08:  <500,139728,148286,1490416,80670085000,54125.88499
2016,Massachusetts,MA,31-33,Manufacturing,08:  <500,5887,5979,119078,6988766000,58690.65654
