STATE DESCRIPTION,NAICS CODE,NAICS DESCRIPTION,ENTERPRISE EMPLOYMENT SIZE,EMPLOYMENT,"ANNUAL PAYROLL ($1,000)",YEAR
Alabama,55,Management of companies and enterprises,9:   500+,15813,1531276,2011
Alabama,56,Administrative and support and waste management and remediation services,8:   <500,42213,1187976,2011
Alabama,56,Administrative and support and waste management and remediation services,9:   500+,91258,2121692,2011
Alabama,61,Educational services,8:   <500,14285,331081,2011
Alabama,61,Educational services,9:   500+,14814,480103,2011
Alabama,62,Health care and social assistance,8:   <500,112569,4656107,2011
Alabama,62,Health care and social assistance,9:   500+,122668,5048248,2011
Alabama,71,"Arts, entertainment, and recreation",8:   <500,11729,222225,2011
Alabama,71,"Arts, entertainment, and recreation",9:   500+,5563,91339,2011
Alabama,72,Accommodation and food services,8:   <500,84686,1107601,2011
Alabama,72,Accommodation and food services,9:   500+,65221,937015,2011
Alabama,81,Other services (except public administration),8:   <500,68483,1446901,2011
Alabama,81,Other services (except public administration),9:   500+,11045,347932,2011
Alabama,99,Industries not classified,8:   <500,0,3290,2011
Alabama,31-33,Manufacturing,8:   <500,80070,3100434,2011
Alabama,31-33,Manufacturing,9:   500+,147558,7341466,2011
Alabama,44-45,Retail trade,8:   <500,89915,2353306,2011
Alabama,44-45,Retail trade,9:   500+,135878,2875620,2011
Alabama,48-49,Transportation and warehousing,8:   <500,23196,824704,2011
Alabama,48-49,Transportation and warehousing,9:   500+,32256,1441421,2011
Alaska,11,"Agriculture, forestry, fishing and hunting",8:   <500,1038,50453,2011
Alaska,11,"Agriculture, forestry, fishing and hunting",9:   500+,259,9394,2011
Alaska,21,"Mining, quarrying, and oil and gas extraction",8:   <500,1892,252862,2011
Alaska,21,"Mining, quarrying, and oil and gas extraction",9:   500+,9296,1045908,2011
Alaska,22,Utilities,8:   <500,1721,143761,2011
Alaska,22,Utilities,9:   500+,0,0,2011
Alaska,23,Construction,8:   <500,12244,980528,2011
Alaska,23,Construction,9:   500+,4679,485105,2011
Alaska,42,Wholesale trade,8:   <500,4630,233641,2011
Alaska,42,Wholesale trade,9:   500+,4012,252082,2011
Alaska,51,Information,8:   <500,2236,100582,2011
Alaska,51,Information,9:   500+,4515,302235,2011
Alaska,52,Finance and insurance,8:   <500,3366,192729,2011
Alaska,52,Finance and insurance,9:   500+,3984,251650,2011
Alaska,53,Real estate and rental and leasing,8:   <500,3596,136669,2011
Alaska,53,Real estate and rental and leasing,9:   500+,1313,53205,2011
Alaska,54,"Professional, scientific, and technical services",8:   <500,9591,656054,2011
Alaska,54,"Professional, scientific, and technical services",9:   500+,7826,486179,2011
Alaska,55,Management of companies and enterprises,8:   <500,0,0,2011
Alaska,55,Management of companies and enterprises,9:   500+,5203,625580,2011
Alaska,56,Administrative and support and waste management and remediation services,8:   <500,7354,324189,2011
Alaska,56,Administrative and support and waste management and remediation services,9:   500+,12981,639749,2011
Alaska,61,Educational services,8:   <500,2831,79494,2011
Alaska,61,Educational services,9:   500+,326,8705,2011
Alaska,62,Health care and social assistance,8:   <500,25531,1253990,2011
Alaska,62,Health care and social assistance,9:   500+,18553,1010134,2011
Alaska,71,"Arts, entertainment, and recreation",8:   <500,3036,72682,2011
Alaska,71,"Arts, entertainment, and recreation",9:   500+,1870,17694,2011
Alaska,72,Accommodation and food services,8:   <500,18945,397680,2011
Alaska,72,Accommodation and food services,9:   500+,7187,216027,2011
Alaska,81,Other services (except public administration),8:   <500,9269,291809,2011
Alaska,81,Other services (except public administration),9:   500+,649,26482,2011
Alaska,99,Industries not classified,8:   <500,0,552,2011
Alaska,31-33,Manufacturing,8:   <500,4074,184911,2011
Alaska,31-33,Manufacturing,9:   500+,9051,362875,2011
Alaska,44-45,Retail trade,8:   <500,14894,484725,2011
Alaska,44-45,Retail trade,9:   500+,17654,491813,2011
Alaska,48-49,Transportation and warehousing,8:   <500,6761,347001,2011
Alaska,48-49,Transportation and warehousing,9:   500+,10952,819486,2011
Arizona,11,"Agriculture, forestry, fishing and hunting",8:   <500,1274,40309,2011
Arizona,11,"Agriculture, forestry, fishing and hunting",9:   500+,0,0,2011
Arizona,21,"Mining, quarrying, and oil and gas extraction",8:   <500,1948,115474,2011
Arizona,21,"Mining, quarrying, and oil and gas extraction",9:   500+,9212,651954,2011
Arizona,22,Utilities,8:   <500,2104,141661,2011
Arizona,22,Utilities,9:   500+,0,0,2011
Arizona,23,Construction,8:   <500,91896,3627886,2011
Arizona,23,Construction,9:   500+,25096,1650551,2011
Arizona,42,Wholesale trade,8:   <500,43298,2122137,2011
Arizona,42,Wholesale trade,9:   500+,47958,3686490,2011
Arizona,51,Information,8:   <500,12439,718998,2011
Arizona,51,Information,9:   500+,38082,2244779,2011
Arizona,52,Finance and insurance,8:   <500,25494,1411444,2011
Arizona,52,Finance and insurance,9:   500+,104082,6075946,2011
Arizona,53,Real estate and rental and leasing,8:   <500,25312,1031942,2011
Arizona,53,Real estate and rental and leasing,9:   500+,13859,594469,2011
Arizona,54,"Professional, scientific, and technical services",8:   <500,77597,4374013,2011
Arizona,54,"Professional, scientific, and technical services",9:   500+,50979,3329806,2011
Arizona,55,Management of companies and enterprises,8:   <500,5783,368808,2011
Arizona,55,Management of companies and enterprises,9:   500+,35454,2822239,2011
Arizona,56,Administrative and support and waste management and remediation services,8:   <500,77611,2234552,2011
Arizona,56,Administrative and support and waste management and remediation services,9:   500+,130761,5068448,2011
Arizona,61,Educational services,8:   <500,27427,815071,2011
Arizona,61,Educational services,9:   500+,47613,1449547,2011
Arizona,62,Health care and social assistance,8:   <500,143771,6188856,2011
Arizona,62,Health care and social assistance,9:   500+,170841,8536309,2011
Arizona,71,"Arts, entertainment, and recreation",8:   <500,24994,866879,2011
Arizona,71,"Arts, entertainment, and recreation",9:   500+,15413,418229,2011
Arizona,72,Accommodation and food services,8:   <500,133602,1931680,2011
Arizona,72,Accommodation and food services,9:   500+,113120,2142260,2011
Arizona,81,Other services (except public administration),8:   <500,69193,1757392,2011
Arizona,81,Other services (except public administration),9:   500+,12050,364337,2011
Arizona,99,Industries not classified,8:   <500,0,3445,2011
Arizona,31-33,Manufacturing,8:   <500,59501,2440571,2011
Arizona,31-33,Manufacturing,9:   500+,78031,5567239,2011
Arizona,44-45,Retail trade,8:   <500,83177,2472647,2011
Arizona,44-45,Retail trade,9:   500+,223795,5016822,2011
Arizona,48-49,Transportation and warehousing,8:   <500,21534,740074,2011
Arizona,48-49,Transportation and warehousing,9:   500+,53581,2493694,2011
Arkansas,11,"Agriculture, forestry, fishing and hunting",8:   <500,4075,129669,2011
Arkansas,11,"Agriculture, forestry, fishing and hunting",9:   500+,0,18629,2011
Arkansas,21,"Mining, quarrying, and oil and gas extraction",8:   <500,4612,263026,2011
Arkansas,21,"Mining, quarrying, and oil and gas extraction",9:   500+,5278,396205,2011
Arkansas,22,Utilities,8:   <500,2965,181410,2011
Arkansas,22,Utilities,9:   500+,0,0,2011
Arkansas,23,Construction,8:   <500,38018,1398833,2011
Arkansas,23,Construction,9:   500+,5797,296816,2011
Arkansas,42,Wholesale trade,8:   <500,27229,1231281,2011
Arkansas,42,Wholesale trade,9:   500+,16223,948369,2011
Arkansas,51,Information,8:   <500,5319,205908,2011
Arkansas,51,Information,9:   500+,18780,1055865,2011
Arkansas,52,Finance and insurance,8:   <500,17703,744788,2011
Arkansas,52,Finance and insurance,9:   500+,19026,1117029,2011
Arkansas,53,Real estate and rental and leasing,8:   <500,9372,264140,2011
Arkansas,53,Real estate and rental and leasing,9:   500+,3681,119042,2011
Arkansas,54,"Professional, scientific, and technical services",8:   <500,26124,1143179,2011
Arkansas,54,"Professional, scientific, and technical services",9:   500+,7459,441995,2011
Arkansas,55,Management of companies and enterprises,8:   <500,2750,150707,2011
Arkansas,55,Management of companies and enterprises,9:   500+,36626,3100839,2011
Arkansas,56,Administrative and support and waste management and remediation services,8:   <500,22240,540593,2011
Arkansas,56,Administrative and support and waste management and remediation services,9:   500+,28602,774598,2011
Arkansas,61,Educational services,8:   <500,10293,223388,2011
Arkansas,61,Educational services,9:   500+,6339,94529,2011
Arkansas,62,Health care and social assistance,8:   <500,85604,2890804,2011
Arkansas,62,Health care and social assistance,9:   500+,85732,3513665,2011
Arkansas,71,"Arts, entertainment, and recreation",8:   <500,7636,142102,2011
Arkansas,71,"Arts, entertainment, and recreation",9:   500+,1444,25650,2011
Arkansas,72,Accommodation and food services,8:   <500,65015,798886,2011
Arkansas,72,Accommodation and food services,9:   500+,27428,372297,2011
Arkansas,81,Other services (except public administration),8:   <500,38813,815863,2011
Arkansas,81,Other services (except public administration),9:   500+,3170,112541,2011
Arkansas,99,Industries not classified,8:   <500,159,2262,2011
Arkansas,31-33,Manufacturing,8:   <500,43167,1578413,2011
Arkansas,31-33,Manufacturing,9:   500+,112857,4698650,2011
Arkansas,44-45,Retail trade,8:   <500,55743,1428914,2011
Arkansas,44-45,Retail trade,9:   500+,81071,1729339,2011
Arkansas,48-49,Transportation and warehousing,8:   <500,16012,560481,2011
Arkansas,48-49,Transportation and warehousing,9:   500+,33474,1425625,2011
California,11,"Agriculture, forestry, fishing and hunting",8:   <500,18008,705622,2011
California,11,"Agriculture, forestry, fishing and hunting",9:   500+,8458,182779,2011
California,21,"Mining, quarrying, and oil and gas extraction",8:   <500,8984,719694,2011
California,21,"Mining, quarrying, and oil and gas extraction",9:   500+,13595,1452256,2011
California,22,Utilities,8:   <500,4174,322955,2011
California,22,Utilities,9:   500+,0,0,2011
California,23,Construction,8:   <500,481521,23839493,2011
California,23,Construction,9:   500+,73671,5721239,2011
California,42,Wholesale trade,8:   <500,486103,27686637,2011
California,42,Wholesale trade,9:   500+,303994,31383750,2011
California,51,Information,8:   <500,134636,12380932,2011
California,51,Information,9:   500+,363225,37520980,2011
California,52,Finance and insurance,8:   <500,188146,15480429,2011
California,52,Finance and insurance,9:   500+,383275,36134342,2011
California,53,Real estate and rental and leasing,8:   <500,190179,8530926,2011
California,53,Real estate and rental and leasing,9:   500+,80739,4750664,2011
California,54,"Professional, scientific, and technical services",8:   <500,623243,46402763,2011
California,54,"Professional, scientific, and technical services",9:   500+,589626,46032304,2011
California,55,Management of companies and enterprises,8:   <500,42130,3158471,2011
California,55,Management of companies and enterprises,9:   500+,229369,28793911,2011
California,56,Administrative and support and waste management and remediation services,8:   <500,398428,13874278,2011
California,56,Administrative and support and waste management and remediation services,9:   500+,687911,28484772,2011
California,61,Educational services,8:   <500,184322,5935371,2011
California,61,Educational services,9:   500+,184202,7167584,2011
California,62,Health care and social assistance,8:   <500,821133,33689168,2011
California,62,Health care and social assistance,9:   500+,893281,53784826,2011
California,71,"Arts, entertainment, and recreation",8:   <500,157598,9318983,2011
California,71,"Arts, entertainment, and recreation",9:   500+,132530,3874273,2011
California,72,Accommodation and food services,8:   <500,833097,14306619,2011
California,72,Accommodation and food services,9:   500+,506411,10589193,2011
California,81,Other services (except public administration),8:   <500,436236,12542158,2011
California,81,Other services (except public administration),9:   500+,103393,3393813,2011
California,99,Industries not classified,8:   <500,0,45055,2011
California,31-33,Manufacturing,8:   <500,609600,28391027,2011
California,31-33,Manufacturing,9:   500+,524593,39261447,2011
California,44-45,Retail trade,8:   <500,554990,17211864,2011
California,44-45,Retail trade,9:   500+,962583,25351073,2011
California,48-49,Transportation and warehousing,8:   <500,157137,6315378,2011
California,48-49,Transportation and warehousing,9:   500+,267592,12824816,2011
Colorado,11,"Agriculture, forestry, fishing and hunting",8:   <500,1315,42887,2011
Colorado,11,"Agriculture, forestry, fishing and hunting",9:   500+,0,0,2011
Colorado,21,"Mining, quarrying, and oil and gas extraction",8:   <500,10642,1014128,2011
Colorado,21,"Mining, quarrying, and oil and gas extraction",9:   500+,14364,1574075,2011
Colorado,22,Utilities,8:   <500,2766,206103,2011
Colorado,22,Utilities,9:   500+,0,0,2011
Colorado,23,Construction,8:   <500,91350,4230772,2011
Colorado,23,Construction,9:   500+,24265,1662516,2011
Colorado,42,Wholesale trade,8:   <500,45563,2443022,2011
Colorado,42,Wholesale trade,9:   500+,44879,3552245,2011
Colorado,51,Information,8:   <500,17152,1065763,2011
Colorado,51,Information,9:   500+,61036,4890805,2011
Colorado,52,Finance and insurance,8:   <500,32740,2071706,2011
Colorado,52,Finance and insurance,9:   500+,59511,4691577,2011
Colorado,53,Real estate and rental and leasing,8:   <500,25097,939996,2011
Colorado,53,Real estate and rental and leasing,9:   500+,14925,640991,2011
Colorado,54,"Professional, scientific, and technical services",8:   <500,97898,6555788,2011
Colorado,54,"Professional, scientific, and technical services",9:   500+,72586,6106921,2011
Colorado,55,Management of companies and enterprises,8:   <500,7142,652039,2011
Colorado,55,Management of companies and enterprises,9:   500+,37715,4526711,2011
Colorado,56,Administrative and support and waste management and remediation services,8:   <500,63431,2257738,2011
Colorado,56,Administrative and support and waste management and remediation services,9:   500+,143016,6712542,2011
Colorado,61,Educational services,8:   <500,24795,733555,2011
Colorado,61,Educational services,9:   500+,19513,589279,2011
Colorado,62,Health care and social assistance,8:   <500,135805,5461949,2011
Colorado,62,Health care and social assistance,9:   500+,121676,6012999,2011
Colorado,71,"Arts, entertainment, and recreation",8:   <500,24597,693461,2011
Colorado,71,"Arts, entertainment, and recreation",9:   500+,26338,697123,2011
Colorado,72,Accommodation and food services,8:   <500,141604,2279334,2011
Colorado,72,Accommodation and food services,9:   500+,86737,1623044,2011
Colorado,81,Other services (except public administration),8:   <500,78618,2213215,2011
Colorado,81,Other services (except public administration),9:   500+,18028,554316,2011
Colorado,99,Industries not classified,8:   <500,0,4919,2011
Colorado,31-33,Manufacturing,8:   <500,57720,2669433,2011
Colorado,31-33,Manufacturing,9:   500+,60090,3709577,2011
Colorado,44-45,Retail trade,8:   <500,85065,2540422,2011
Colorado,44-45,Retail trade,9:   500+,157412,3893370,2011
Colorado,48-49,Transportation and warehousing,8:   <500,18630,729074,2011
Colorado,48-49,Transportation and warehousing,9:   500+,41302,1853244,2011
Connecticut,11,"Agriculture, forestry, fishing and hunting",8:   <500,266,8911,2011
Connecticut,21,"Mining, quarrying, and oil and gas extraction",8:   <500,542,58353,2011
Connecticut,21,"Mining, quarrying, and oil and gas extraction",9:   500+,480,35144,2011
Connecticut,22,Utilities,8:   <500,1516,116770,2011
Connecticut,22,Utilities,9:   500+,0,0,2011
Connecticut,23,Construction,8:   <500,43022,2564134,2011
Connecticut,23,Construction,9:   500+,5760,350102,2011
Connecticut,42,Wholesale trade,8:   <500,39218,2643984,2011
Connecticut,42,Wholesale trade,9:   500+,31909,2596760,2011
Connecticut,51,Information,8:   <500,12280,727069,2011
Connecticut,51,Information,9:   500+,25279,1986573,2011
Connecticut,52,Finance and insurance,8:   <500,31651,4468325,2011
Connecticut,52,Finance and insurance,9:   500+,83839,12143488,2011
Connecticut,53,Real estate and rental and leasing,8:   <500,12478,635450,2011
Connecticut,53,Real estate and rental and leasing,9:   500+,6726,377813,2011
Connecticut,54,"Professional, scientific, and technical services",8:   <500,51579,3747203,2011
Connecticut,54,"Professional, scientific, and technical services",9:   500+,49584,4303504,2011
Connecticut,55,Management of companies and enterprises,8:   <500,4915,360923,2011
Connecticut,55,Management of companies and enterprises,9:   500+,30595,4013748,2011
Connecticut,56,Administrative and support and waste management and remediation services,8:   <500,39331,1612330,2011
Connecticut,56,Administrative and support and waste management and remediation services,9:   500+,46911,1760353,2011
Connecticut,61,Educational services,8:   <500,23877,892169,2011
Connecticut,61,Educational services,9:   500+,43362,1965245,2011
Connecticut,62,Health care and social assistance,8:   <500,135139,5517301,2011
Connecticut,62,Health care and social assistance,9:   500+,130671,6675971,2011
Connecticut,71,"Arts, entertainment, and recreation",8:   <500,19762,551754,2011
Connecticut,71,"Arts, entertainment, and recreation",9:   500+,4058,154267,2011
Connecticut,72,Accommodation and food services,8:   <500,80432,1415152,2011
Connecticut,72,Accommodation and food services,9:   500+,48249,1167348,2011
Connecticut,81,Other services (except public administration),8:   <500,53543,1599697,2011
Connecticut,81,Other services (except public administration),9:   500+,6966,221421,2011
Connecticut,99,Industries not classified,8:   <500,0,3224,2011
Connecticut,31-33,Manufacturing,8:   <500,76901,4214394,2011
Connecticut,31-33,Manufacturing,9:   500+,73745,5413587,2011
Connecticut,44-45,Retail trade,8:   <500,69453,2404622,2011
Connecticut,44-45,Retail trade,9:   500+,111082,2714408,2011
Connecticut,48-49,Transportation and warehousing,8:   <500,13986,664548,2011
Connecticut,48-49,Transportation and warehousing,9:   500+,24816,991755,2011
Delaware,11,"Agriculture, forestry, fishing and hunting",8:   <500,121,3857,2011
Delaware,21,"Mining, quarrying, and oil and gas extraction",8:   <500,0,7068,2011
Delaware,21,"Mining, quarrying, and oil and gas extraction",9:   500+,0,0,2011
Delaware,22,Utilities,8:   <500,0,0,2011
Delaware,22,Utilities,9:   500+,0,0,2011
Delaware,23,Construction,8:   <500,16683,797925,2011
Delaware,23,Construction,9:   500+,1349,90117,2011
Delaware,42,Wholesale trade,8:   <500,6356,333537,2011
Delaware,42,Wholesale trade,9:   500+,10003,1115616,2011
Delaware,51,Information,8:   <500,2050,142578,2011
Delaware,51,Information,9:   500+,5894,237172,2011
Delaware,52,Finance and insurance,8:   <500,5891,448121,2011
Delaware,52,Finance and insurance,9:   500+,29559,2382930,2011
Delaware,53,Real estate and rental and leasing,8:   <500,4520,195825,2011
Delaware,53,Real estate and rental and leasing,9:   500+,986,43488,2011
Delaware,54,"Professional, scientific, and technical services",8:   <500,14731,1145921,2011
Delaware,54,"Professional, scientific, and technical services",9:   500+,9584,873708,2011
Delaware,55,Management of companies and enterprises,8:   <500,1755,85169,2011
Delaware,55,Management of companies and enterprises,9:   500+,9590,998613,2011
Delaware,56,Administrative and support and waste management and remediation services,8:   <500,11347,384736,2011
Delaware,56,Administrative and support and waste management and remediation services,9:   500+,15553,698333,2011
Delaware,61,Educational services,8:   <500,5028,157294,2011
Delaware,61,Educational services,9:   500+,1346,74859,2011
Delaware,62,Health care and social assistance,8:   <500,26815,1194717,2011
Delaware,62,Health care and social assistance,9:   500+,32978,1651140,2011
Delaware,71,"Arts, entertainment, and recreation",8:   <500,3875,120142,2011
Delaware,71,"Arts, entertainment, and recreation",9:   500+,2574,44322,2011
Delaware,72,Accommodation and food services,8:   <500,22238,358134,2011
Delaware,72,Accommodation and food services,9:   500+,12109,233221,2011
Delaware,81,Other services (except public administration),8:   <500,13280,342578,2011
Delaware,81,Other services (except public administration),9:   500+,886,25667,2011
Delaware,99,Industries not classified,8:   <500,0,1162,2011
Delaware,31-33,Manufacturing,8:   <500,9338,462196,2011
Delaware,31-33,Manufacturing,9:   500+,18377,1006666,2011
Delaware,44-45,Retail trade,8:   <500,17846,572256,2011
Delaware,44-45,Retail trade,9:   500+,33818,724445,2011
Delaware,48-49,Transportation and warehousing,8:   <500,5050,172203,2011
Delaware,48-49,Transportation and warehousing,9:   500+,5794,224244,2011
District of Columbia,11,"Agriculture, forestry, fishing and hunting",8:   <500,0,0,2011
District of Columbia,21,"Mining, quarrying, and oil and gas extraction",8:   <500,0,0,2011
District of Columbia,21,"Mining, quarrying, and oil and gas extraction",9:   500+,0,0,2011
District of Columbia,22,Utilities,8:   <500,0,0,2011
District of Columbia,22,Utilities,9:   500+,0,0,2011
District of Columbia,23,Construction,8:   <500,5424,326533,2011
District of Columbia,23,Construction,9:   500+,0,0,2011
District of Columbia,42,Wholesale trade,8:   <500,1948,150722,2011
District of Columbia,42,Wholesale trade,9:   500+,2388,187806,2011
District of Columbia,51,Information,8:   <500,5596,451722,2011
District of Columbia,51,Information,9:   500+,14439,1599546,2011
District of Columbia,52,Finance and insurance,8:   <500,4588,520850,2011
District of Columbia,52,Finance and insurance,9:   500+,12940,1977829,2011
District of Columbia,53,Real estate and rental and leasing,8:   <500,6092,399645,2011
District of Columbia,53,Real estate and rental and leasing,9:   500+,3268,271919,2011
District of Columbia,54,"Professional, scientific, and technical services",8:   <500,38871,4234701,2011
District of Columbia,54,"Professional, scientific, and technical services",9:   500+,58045,6670775,2011
District of Columbia,55,Management of companies and enterprises,8:   <500,854,59496,2011
District of Columbia,55,Management of companies and enterprises,9:   500+,9261,800610,2011
District of Columbia,56,Administrative and support and waste management and remediation services,8:   <500,18169,711536,2011
District of Columbia,56,Administrative and support and waste management and remediation services,9:   500+,16019,729933,2011
District of Columbia,61,Educational services,8:   <500,12875,608038,2011
District of Columbia,61,Educational services,9:   500+,36379,1662688,2011
District of Columbia,62,Health care and social assistance,8:   <500,28156,1172343,2011
District of Columbia,62,Health care and social assistance,9:   500+,36772,2241035,2011
District of Columbia,71,"Arts, entertainment, and recreation",8:   <500,4211,150673,2011
District of Columbia,71,"Arts, entertainment, and recreation",9:   500+,3533,223922,2011
District of Columbia,72,Accommodation and food services,8:   <500,30791,745531,2011
District of Columbia,72,Accommodation and food services,9:   500+,26793,814288,2011
District of Columbia,81,Other services (except public administration),8:   <500,56837,4074904,2011
District of Columbia,81,Other services (except public administration),9:   500+,15211,945933,2011
District of Columbia,99,Industries not classified,8:   <500,0,1923,2011
District of Columbia,31-33,Manufacturing,8:   <500,796,38125,2011
District of Columbia,31-33,Manufacturing,9:   500+,0,0,2011
District of Columbia,44-45,Retail trade,8:   <500,7238,206109,2011
District of Columbia,44-45,Retail trade,9:   500+,12514,401037,2011
District of Columbia,48-49,Transportation and warehousing,8:   <500,1309,54559,2011
District of Columbia,48-49,Transportation and warehousing,9:   500+,3153,105676,2011
Florida,11,"Agriculture, forestry, fishing and hunting",8:   <500,8524,233406,2011
Florida,11,"Agriculture, forestry, fishing and hunting",9:   500+,3178,102204,2011
Florida,21,"Mining, quarrying, and oil and gas extraction",8:   <500,1587,91938,2011
Florida,21,"Mining, quarrying, and oil and gas extraction",9:   500+,3164,215922,2011
Florida,22,Utilities,8:   <500,5538,335955,2011
Florida,22,Utilities,9:   500+,21428,1942442,2011
Florida,23,Construction,8:   <500,252489,9403759,2011
Florida,23,Construction,9:   500+,35899,2190088,2011
Florida,42,Wholesale trade,8:   <500,173256,8192036,2011
Florida,42,Wholesale trade,9:   500+,105918,6549688,2011
Florida,51,Information,8:   <500,32946,1781882,2011
Florida,51,Information,9:   500+,116825,7613506,2011
Florida,52,Finance and insurance,8:   <500,102133,5922247,2011
Florida,52,Finance and insurance,9:   500+,229788,15575944,2011
Florida,53,Real estate and rental and leasing,8:   <500,83438,3000886,2011
Florida,53,Real estate and rental and leasing,9:   500+,59903,2510628,2011
Florida,54,"Professional, scientific, and technical services",8:   <500,281290,16004432,2011
Florida,54,"Professional, scientific, and technical services",9:   500+,152455,9884795,2011
Florida,55,Management of companies and enterprises,8:   <500,16184,1295299,2011
Florida,55,Management of companies and enterprises,9:   500+,117978,9233465,2011
Florida,56,Administrative and support and waste management and remediation services,8:   <500,225557,6853351,2011
Florida,56,Administrative and support and waste management and remediation services,9:   500+,946641,37080318,2011
Florida,61,Educational services,8:   <500,73188,2150610,2011
Florida,61,Educational services,9:   500+,73619,2914733,2011
Florida,62,Health care and social assistance,8:   <500,434318,18599714,2011
Florida,62,Health care and social assistance,9:   500+,535218,24616580,2011
Florida,71,"Arts, entertainment, and recreation",8:   <500,84334,2777617,2011
Florida,71,"Arts, entertainment, and recreation",9:   500+,79930,1814951,2011
Florida,72,Accommodation and food services,8:   <500,383014,6065707,2011
Florida,72,Accommodation and food services,9:   500+,374918,7190040,2011
Florida,81,Other services (except public administration),8:   <500,235322,5696038,2011
Florida,81,Other services (except public administration),9:   500+,60016,1896784,2011
Florida,99,Industries not classified,8:   <500,0,11714,2011
Florida,31-33,Manufacturing,8:   <500,142978,5750548,2011
Florida,31-33,Manufacturing,9:   500+,133374,7732884,2011
Florida,44-45,Retail trade,8:   <500,273507,8149008,2011
Florida,44-45,Retail trade,9:   500+,667257,15393680,2011
Florida,48-49,Transportation and warehousing,8:   <500,68592,2503526,2011
Florida,48-49,Transportation and warehousing,9:   500+,136389,6185305,2011
Georgia,11,"Agriculture, forestry, fishing and hunting",8:   <500,7021,237591,2011
Georgia,11,"Agriculture, forestry, fishing and hunting",9:   500+,340,19207,2011
Georgia,21,"Mining, quarrying, and oil and gas extraction",8:   <500,2247,133219,2011
Georgia,21,"Mining, quarrying, and oil and gas extraction",9:   500+,2754,153790,2011
Georgia,22,Utilities,8:   <500,5805,384633,2011
Georgia,22,Utilities,9:   500+,0,0,2011
Georgia,23,Construction,8:   <500,118847,4915470,2011
Georgia,23,Construction,9:   500+,27140,1530160,2011
Georgia,42,Wholesale trade,8:   <500,101295,5266788,2011
Georgia,42,Wholesale trade,9:   500+,83661,5853066,2011
Georgia,51,Information,8:   <500,22387,1365396,2011
Georgia,51,Information,9:   500+,94469,7325597,2011
Georgia,52,Finance and insurance,8:   <500,51634,2905190,2011
Georgia,52,Finance and insurance,9:   500+,108820,8442694,2011
Georgia,53,Real estate and rental and leasing,8:   <500,34300,1404184,2011
Georgia,53,Real estate and rental and leasing,9:   500+,19236,1126554,2011
Georgia,54,"Professional, scientific, and technical services",8:   <500,133123,7790512,2011
Georgia,54,"Professional, scientific, and technical services",9:   500+,88449,6553558,2011
Georgia,55,Management of companies and enterprises,8:   <500,9268,680812,2011
Georgia,55,Management of companies and enterprises,9:   500+,105321,10270348,2011
Georgia,56,Administrative and support and waste management and remediation services,8:   <500,103284,3323227,2011
Georgia,56,Administrative and support and waste management and remediation services,9:   500+,209285,6145078,2011
Georgia,61,Educational services,8:   <500,37851,1070239,2011
Georgia,61,Educational services,9:   500+,40551,1823009,2011
Georgia,62,Health care and social assistance,8:   <500,201681,8131166,2011
Georgia,62,Health care and social assistance,9:   500+,242613,10719161,2011
Georgia,71,"Arts, entertainment, and recreation",8:   <500,26232,599854,2011
Georgia,71,"Arts, entertainment, and recreation",9:   500+,14525,656479,2011
Georgia,72,Accommodation and food services,8:   <500,202930,2818524,2011
Georgia,72,Accommodation and food services,9:   500+,142530,2374374,2011
Georgia,81,Other services (except public administration),8:   <500,127409,3110494,2011
Georgia,81,Other services (except public administration),9:   500+,23195,812964,2011
Georgia,99,Industries not classified,8:   <500,366,5740,2011
Georgia,31-33,Manufacturing,8:   <500,115447,4628862,2011
Georgia,31-33,Manufacturing,9:   500+,213925,10201126,2011
Georgia,44-45,Retail trade,8:   <500,140116,3921743,2011
Georgia,44-45,Retail trade,9:   500+,297433,6434561,2011
Georgia,48-49,Transportation and warehousing,8:   <500,37838,1357925,2011
Georgia,48-49,Transportation and warehousing,9:   500+,115953,5338738,2011
Hawaii,11,"Agriculture, forestry, fishing and hunting",8:   <500,161,4121,2011
Hawaii,21,"Mining, quarrying, and oil and gas extraction",8:   <500,0,0,2011
Hawaii,21,"Mining, quarrying, and oil and gas extraction",9:   500+,0,0,2011
Hawaii,22,Utilities,8:   <500,0,0,2011
Hawaii,22,Utilities,9:   500+,0,0,2011
Hawaii,23,Construction,8:   <500,22093,1303822,2011
Hawaii,23,Construction,9:   500+,3141,237939,2011
Hawaii,42,Wholesale trade,8:   <500,13675,551368,2011
Hawaii,42,Wholesale trade,9:   500+,4796,262658,2011
Hawaii,51,Information,8:   <500,2128,95301,2011
Hawaii,51,Information,9:   500+,6056,359682,2011
Hawaii,52,Finance and insurance,8:   <500,6973,376887,2011
Hawaii,52,Finance and insurance,9:   500+,11810,725423,2011
Hawaii,53,Real estate and rental and leasing,8:   <500,7521,312009,2011
Hawaii,53,Real estate and rental and leasing,9:   500+,4633,214588,2011
Hawaii,54,"Professional, scientific, and technical services",8:   <500,18369,997726,2011
Hawaii,54,"Professional, scientific, and technical services",9:   500+,7081,403235,2011
Hawaii,55,Management of companies and enterprises,8:   <500,1916,102438,2011
Hawaii,55,Management of companies and enterprises,9:   500+,6551,415317,2011
Hawaii,56,Administrative and support and waste management and remediation services,8:   <500,19634,549376,2011
